pet_id,species,age,weight_kg,condition,treatment,visit_date,cost_gbp,year,month,age_group,insured,insurance_plan,coverage_rate,covered_gbp,out_of_pocket_gbp
P0128,Cat,0.0,6.7,Hip dysplasia,Vaccination,2023-03-11,398.58373929150116,2023,5,,True,Maximum benefit,0.818143268338303,326.1,72.48
P0129,Bird,2.0,1.2,Arthritis,Diet consultation,2023-06-22,132.49,2023,6,0-2,False,None,0.0,0.0,132.49
P0130,Bird,13.0,0.6,Unknown,Check-up,2023-08-05,293.43,2023,8,11-15,False,None,0.0,0.0,293.43
P0131,Dog,3.0,20.7,Skin infection,Medication,2023-02-21,31.3,2023,2,3-5,True,Time-limited,0.7529816744373897,23.57,7.73
P0132,Bird,7.0,8.757220216606498,Dental disease,Physiotherapy,2023-03-02,321.73,2023,3,6-10,True,Lifetime,0.813348395244672,261.68,60.05
P0133,Rabbit,17.0,1.9,Skin infection,Therapy,2023-04-15,225.5,2023,4,16-20,False,None,0.0,0.0,225.5
P0134,Rabbit,16.0,13.2,Ear infection,Diet consultation,2023-05-25,296.81,2023,5,16-20,True,Time-limited,0.6996940094694097,207.68,89.13
P0135,Bird,18.0,1.8,Obesity,Surgery,2023-08-01,405.29,2023,8,16-20,False,None,0.0,0.0,405.29
P0136,Dog,1.0,23.5,Ear infection,Vaccination,2023-02-26,71.36554238948953,2023,11,0-2,True,Time-limited,0.7038573548076468,50.23,21.14
P0136,Dog,1.0,23.5,Ear infection,Vaccination,2023-04-14,55.530401263294344,2023,11,0-2,True,Maximum benefit,0.7167028746351028,39.8,15.73
P0136,Dog,1.0,23.5,Ear infection,Vaccination,2023-08-13,63.78556307939583,2023,11,0-2,True,Time-limited,0.717568779221215,45.77,18.02
P0136,Dog,1.0,23.5,Ear infection,Vaccination,2023-09-21,51.76593543020936,2023,11,0-2,True,Time-limited,0.6250847725245822,32.36,19.41
P0136,Dog,1.0,23.5,Ear infection,Vaccination,2023-04-06,51.87602618865106,2023,11,0-2,True,Maximum benefit,0.8462726271232908,43.9,7.98
P0136,Dog,1.0,23.5,Ear infection,Vaccination,2023-05-15,56.935694764457565,2023,11,0-2,True,Maximum benefit,0.797762270076399,45.42,11.52
P0136,Dog,1.0,23.5,Ear infection,Vaccination,2023-12-20,58.202880517289074,2023,11,0-2,False,None,0.0,0.0,58.2
P0136,Dog,1.0,23.5,Ear infection,Vaccination,2023-11-03,63.81,2023,11,0-2,True,Time-limited,0.6662353869588666,42.51,21.3
P0137,Dog,18.0,12.8,Arthritis,Vaccination,2023-04-27,307.63,2023,4,16-20,True,Maximum benefit,0.8485803487133097,261.05,46.58
P0138,Dog,14.0,28.0,Gastroenteritis,Check-up,2023-04-05,7.02,2023,4,11-15,True,Accident-only,0.6551494121369312,4.6,2.42
P0139,Bird,4.0,1.6,Unknown,Surgery,2023-10-07,381.82,2023,10,3-5,False,None,0.0,0.0,381.82
P0140,Bird,19.0,1.0,Unknown,Dental cleaning,2023-06-06,178.39,2023,6,16-20,False,None,0.0,0.0,178.39
P0141,Dog,9.486666666666666,5.8,Dental disease,Dental cleaning,2023-02-19,109.66,2023,2,6-10,False,None,0.0,0.0,109.66
P0142,Dog,10.0,17.9,Obesity,Diet consultation,2023-07-23,59.02,2023,7,6-10,False,None,0.0,0.0,59.02
P0143,Cat,2.0,4.3,Diabetes,Vaccination,2023-04-11,327.1992861543792,2023,2,0-2,True,Accident-only,0.6493739853465567,212.47,114.73
P0143,Cat,2.0,4.3,Diabetes,Vaccination,2023-02-23,361.05,2023,2,0-2,False,None,0.0,0.0,361.05
P0143,Cat,2.0,4.3,Diabetes,Vaccination,2023-11-23,347.373832755901,2023,2,0-2,False,None,0.0,0.0,347.37
P0143,Cat,2.0,4.3,Diabetes,Vaccination,2023-05-27,383.95039962990097,2023,2,0-2,True,Maximum benefit,0.7986744319308792,306.65,77.3
P0143,Cat,2.0,4.3,Diabetes,Vaccination,2023-11-16,356.1209991000327,2023,2,0-2,False,None,0.0,0.0,356.12
P0144,Rabbit,18.0,8.757220216606498,Unknown,Surgery,2023-10-26,116.15,2023,10,16-20,False,None,0.0,0.0,116.15
P0145,Dog,0.0,8.757220216606498,Ear infection,Unknown,2023-07-22,276.94,2023,7,,True,Maximum benefit,0.837330395018634,231.89,45.05
P0146,Rabbit,16.0,19.7,Diabetes,Unknown,2023-11-11,218.24476550680782,2023,11,16-20,False,None,0.0,0.0,218.24
P0147,Dog,14.0,9.4,Skin infection,Physiotherapy,2023-12-30,194.59404063115517,2023,2,11-15,True,Maximum benefit,0.8433766534149798,164.12,30.47
P0147,Dog,14.0,9.4,Skin infection,Physiotherapy,2023-01-18,223.31961147599108,2023,2,11-15,False,None,0.0,0.0,223.32
P0147,Dog,14.0,9.4,Skin infection,Physiotherapy,2023-10-02,265.80632100578254,2023,2,11-15,True,Maximum benefit,0.8266319513648237,219.72,46.09
P0147,Dog,14.0,9.4,Skin infection,Physiotherapy,2023-04-14,195.3840291098084,2023,2,11-15,True,Time-limited,0.6984088736540427,136.46,58.92
P0147,Dog,14.0,9.4,Skin infection,Physiotherapy,2023-02-22,265.9227736855061,2023,2,11-15,True,Accident-only,0.6304751133603379,167.66,98.26
P0147,Dog,14.0,9.4,Skin infection,Physiotherapy,2023-10-07,218.39419905696462,2023,2,11-15,True,Accident-only,0.607663067570473,132.71,85.68
P0147,Dog,14.0,9.4,Skin infection,Physiotherapy,2023-02-14,232.1,2023,2,11-15,False,None,0.0,0.0,232.1
P0147,Dog,14.0,9.4,Skin infection,Physiotherapy,2023-07-10,217.45024553667574,2023,2,11-15,True,Lifetime,0.8669615295508174,188.52,28.93
P0148,Rabbit,15.0,3.1,Unknown,Physiotherapy,2023-12-05,166.85,2023,12,11-15,False,None,0.0,0.0,166.85
P0149,Bird,16.0,1.2,Dental disease,Unknown,2023-11-09,203.56,2023,11,16-20,False,None,0.0,0.0,203.56
P0150,Bird,13.0,1.3,Hip dysplasia,Diet consultation,2023-12-19,247.35,2023,12,11-15,False,None,0.0,0.0,247.35
P0151,Rabbit,1.0,10.8,Ear infection,Vaccination,2023-02-09,51.81,2023,2,0-2,False,None,0.0,0.0,51.81
P0152,Bird,13.0,1.5,Allergy,Physiotherapy,2023-10-20,24.53,2023,10,11-15,False,None,0.0,0.0,24.53
P0153,Bird,9.486666666666666,0.8,Ear infection,Medication,2023-08-28,218.24476550680782,2023,8,6-10,False,None,0.0,0.0,218.24
P0154,Rabbit,16.0,8.757220216606498,Dental disease,Physiotherapy,2023-04-12,37.77,2023,4,16-20,True,Maximum benefit,0.74233154966721,28.04,9.73
P0155,Rabbit,16.0,1.2,Ear infection,Dental cleaning,2023-10-23,116.6,2023,10,16-20,False,None,0.0,0.0,116.6
P0156,Rabbit,8.0,8.757220216606498,Tumor,Medication,2023-09-07,199.51,2023,9,6-10,False,None,0.0,0.0,199.51
P0157,Dog,1.0,31.7,Allergy,Diet consultation,2023-08-18,408.64,2023,8,0-2,False,None,0.0,0.0,408.64
P0158,Cat,9.0,8.757220216606498,Unknown,Physiotherapy,2023-11-23,7.42,2023,11,6-10,True,Lifetime,0.8875771935022381,6.59,0.83
P0159,Bird,1.0,0.6,Hip dysplasia,Medication,2023-02-10,111.87,2023,2,0-2,False,None,0.0,0.0,111.87
P0160,Cat,9.486666666666666,3.8,Skin infection,Vaccination,2023-05-22,102.4,2023,5,6-10,False,None,0.0,0.0,102.4
P0161,Rabbit,9.486666666666666,8.757220216606498,Hip dysplasia,Unknown,2023-09-12,218.24476550680782,2023,9,6-10,False,None,0.0,0.0,218.24
P0162,Bird,9.486666666666666,0.6,Unknown,Unknown,2023-06-12,221.78,2023,6,6-10,False,None,0.0,0.0,221.78
P0163,Bird,18.0,1.7,Obesity,Dental cleaning,2023-05-08,242.9,2023,5,16-20,False,None,0.0,0.0,242.9
P0164,Dog,12.0,29.3,Unknown,Vaccination,2023-06-04,100.61,2023,6,11-15,False,None,0.0,0.0,100.61
P0164,Dog,12.0,29.3,Unknown,Vaccination,2023-09-25,106.2137829306745,2023,6,11-15,True,Lifetime,0.8885816755107298,94.38,11.83
P0164,Dog,12.0,29.3,Unknown,Vaccination,2023-07-06,92.88015315405366,2023,6,11-15,True,Maximum benefit,0.8253264568128459,76.66,16.22
P0164,Dog,12.0,29.3,Unknown,Vaccination,2023-11-27,94.21933535530088,2023,6,11-15,True,Lifetime,0.8437933894258863,79.5,14.72
P0164,Dog,12.0,29.3,Unknown,Vaccination,2023-02-25,88.08236522148519,2023,6,11-15,False,None,0.0,0.0,88.08
P0164,Dog,12.0,29.3,Unknown,Vaccination,2023-03-31,116.13198962190934,2023,6,11-15,False,None,0.0,0.0,116.13
P0164,Dog,12.0,29.3,Unknown,Vaccination,2023-01-13,93.53451322844077,2023,6,11-15,True,Lifetime,0.8745283112306105,81.8,11.73
P0164,Dog,12.0,29.3,Unknown,Vaccination,2023-01-15,100.18018926988053,2023,6,11-15,True,Time-limited,0.6963706440940547,69.76,30.42
P0165,Cat,18.0,8.6,Allergy,Vaccination,2023-12-16,296.09,2023,12,16-20,False,None,0.0,0.0,296.09
P0166,Rabbit,0.0,8.757220216606498,Unknown,Unknown,2023-10-10,28.64,2023,10,,False,None,0.0,0.0,28.64
P0167,Dog,10.0,21.4,Allergy,Dental cleaning,2023-04-12,170.31,2023,4,6-10,False,None,0.0,0.0,170.31
P0168,Cat,5.0,7.8,Obesity,Medication,2023-12-18,70.94,2023,12,3-5,False,None,0.0,0.0,70.94
P0168,Cat,5.0,7.8,Obesity,Medication,2023-05-11,68.3304460663339,2023,12,3-5,True,Time-limited,0.7435125502114318,50.8,17.53
P0168,Cat,5.0,7.8,Obesity,Medication,2023-09-24,58.14488525935567,2023,12,3-5,False,None,0.0,0.0,58.14
P0168,Cat,5.0,7.8,Obesity,Medication,2023-01-07,75.21372374378748,2023,12,3-5,False,None,0.0,0.0,75.21
P0168,Cat,5.0,7.8,Obesity,Medication,2023-02-19,78.03165276244933,2023,12,3-5,True,Maximum benefit,0.7237774277748859,56.48,21.55
P0169,Cat,11.0,0.9,Obesity,Medication,2023-01-18,293.99,2023,1,11-15,False,None,0.0,0.0,293.99
P0170,Rabbit,4.0,8.757220216606498,Unknown,Check-up,2023-11-28,558.48,2023,11,3-5,True,Maximum benefit,0.7795448114587847,435.36,123.12
P0171,Bird,16.0,1.7,Diabetes,Medication,2023-10-10,109.34,2023,10,16-20,False,None,0.0,0.0,109.34
P0172,Bird,17.0,8.757220216606498,Hip dysplasia,Physiotherapy,2023-06-06,225.46,2023,6,16-20,False,None,0.0,0.0,225.46
P0173,Dog,2.0,15.7,Obesity,Physiotherapy,2023-02-27,218.24476550680782,2023,2,0-2,True,Accident-only,0.5430000446380067,118.51,99.73
P0174,Dog,7.0,17.8,Skin infection,Physiotherapy,2023-02-19,279.79,2023,2,6-10,True,Lifetime,0.8947704222193363,250.35,29.44
P0175,Dog,2.0,20.6,Dental disease,Check-up,2023-10-10,259.17,2023,10,0-2,True,Maximum benefit,0.801386402815766,207.7,51.47
P0176,Dog,3.0,11.6,Allergy,Surgery,2023-09-25,323.04,2023,9,3-5,False,None,0.0,0.0,323.04
P0177,Bird,7.0,0.9,Gastroenteritis,Vaccination,2023-09-13,56.09,2023,9,6-10,False,None,0.0,0.0,56.09
P0178,Bird,18.0,1.3,Hip dysplasia,Dental cleaning,2023-10-14,148.95,2023,10,16-20,False,None,0.0,0.0,148.95
P0179,Rabbit,16.0,16.1,Gastroenteritis,Medication,2023-10-24,164.12,2023,10,16-20,False,None,0.0,0.0,164.12
P0180,Dog,7.0,21.6,Allergy,Vaccination,2023-05-22,236.3,2023,5,6-10,True,Time-limited,0.6377777499596309,150.71,85.59
P0181,Dog,2.0,2.8,Dental disease,Vaccination,2023-03-18,21.79,2023,3,0-2,False,None,0.0,0.0,21.79
P0182,Dog,14.0,24.2,Dental disease,Medication,2023-07-15,198.09,2023,7,11-15,True,Time-limited,0.7977419488476689,158.02,40.07
P0183,Bird,3.0,2.0,Obesity,Medication,2023-04-10,358.16,2023,4,3-5,True,Accident-only,0.6032208962701849,216.05,142.11
P0184,Rabbit,4.0,8.757220216606498,Unknown,Physiotherapy,2023-02-22,258.18,2023,2,3-5,False,None,0.0,0.0,258.18
P0185,Cat,1.0,7.8,Obesity,Vaccination,2023-07-04,250.05,2023,7,0-2,True,Lifetime,0.8698400850734334,217.5,32.55
P0186,Cat,5.0,8.757220216606498,Unknown,Check-up,2023-05-27,301.37,2023,5,3-5,True,Accident-only,0.6305439093893636,190.03,111.34
P0187,Cat,19.0,14.3,Diabetes,Medication,2023-03-26,133.3,2023,3,16-20,False,None,0.0,0.0,133.3
P0188,Rabbit,14.0,15.3,Gastroenteritis,Dental cleaning,2023-08-04,218.24476550680782,2023,8,11-15,False,None,0.0,0.0,218.24
P0189,Bird,18.0,1.4,Unknown,Dental cleaning,2023-12-13,44.83,2023,12,16-20,False,None,0.0,0.0,44.83
P0190,Rabbit,10.0,6.2,Tumor,Unknown,2023-08-15,183.2,2023,8,6-10,False,None,0.0,0.0,183.2
P0191,Dog,9.486666666666666,17.6,Gastroenteritis,Medication,2023-07-24,298.15,2023,7,6-10,False,None,0.0,0.0,298.15
P0192,Rabbit,12.0,3.6,Gastroenteritis,Dental cleaning,2023-01-03,330.18,2023,1,11-15,False,None,0.0,0.0,330.18
P0193,Cat,11.0,8.757220216606498,Unknown,Medication,2023-08-28,473.99889257124624,2023,11,11-15,False,None,0.0,0.0,474.0
P0193,Cat,11.0,8.757220216606498,Unknown,Medication,2023-06-12,491.06793030341055,2023,11,11-15,True,Lifetime,0.8256750186343174,405.46,85.61
P0193,Cat,11.0,8.757220216606498,Unknown,Medication,2023-10-27,507.075148350688,2023,11,11-15,False,None,0.0,0.0,507.08
P0193,Cat,11.0,8.757220216606498,Unknown,Medication,2023-02-12,408.65204901499027,2023,11,11-15,False,None,0.0,0.0,408.65
P0193,Cat,11.0,8.757220216606498,Unknown,Medication,2023-11-27,467.32,2023,11,11-15,False,None,0.0,0.0,467.32
P0194,Rabbit,7.0,8.7,Gastroenteritis,Medication,2023-03-16,380.75,2023,3,6-10,False,None,0.0,0.0,380.75
P0195,Bird,8.0,0.9,Obesity,Check-up,2023-10-14,300.86,2023,10,6-10,False,None,0.0,0.0,300.86
P0196,Bird,7.0,1.7,Diabetes,Physiotherapy,2023-06-14,105.89,2023,6,6-10,True,Time-limited,0.6462566501880963,68.43,37.46
P0197,Rabbit,9.486666666666666,8.757220216606498,Ear infection,Surgery,2023-03-11,580.8,2023,3,6-10,False,None,0.0,0.0,580.8
P0198,Bird,8.0,1.5,Unknown,Physiotherapy,2023-05-22,278.59,2023,5,6-10,False,None,0.0,0.0,278.59
P0199,Bird,9.486666666666666,1.2,Tumor,Medication,2023-08-03,168.5,2023,8,6-10,False,None,0.0,0.0,168.5
P0200,Rabbit,5.0,8.757220216606498,Obesity,Therapy,2023-02-25,6.51,2023,2,3-5,False,None,0.0,0.0,6.51
P0201,Bird,16.0,1.2,Tumor,Medication,2023-11-28,218.24476550680782,2023,11,16-20,False,None,0.0,0.0,218.24
P0202,Bird,18.0,0.6,Skin infection,Medication,2023-04-17,218.24476550680782,2023,4,16-20,False,None,0.0,0.0,218.24
P0203,Rabbit,0.0,6.2,Gastroenteritis,Physiotherapy,2023-11-15,362.07,2023,11,,False,None,0.0,0.0,362.07
P0204,Dog,17.0,8.757220216606498,Allergy,Dental cleaning,2023-09-05,47.42,2023,9,16-20,True,Time-limited,0.6083833366204443,28.85,18.57
P0205,Rabbit,16.0,8.1,Hip dysplasia,Physiotherapy,2023-02-01,366.1,2023,2,16-20,False,None,0.0,0.0,366.1
P0206,Cat,7.0,5.4,Unknown,Check-up,2023-05-18,586.0,2023,5,6-10,False,None,0.0,0.0,586.0
P0207,Dog,9.486666666666666,15.5,Tumor,Diet consultation,2023-02-08,402.46,2023,2,6-10,False,None,0.0,0.0,402.46
P0208,Dog,16.0,12.4,Hip dysplasia,Surgery,2023-11-27,195.09,2023,11,16-20,True,Maximum benefit,0.7448690977179983,145.32,49.77
P0209,Cat,17.0,8.757220216606498,Hip dysplasia,Dental cleaning,2023-09-23,356.0,2023,9,16-20,False,None,0.0,0.0,356.0
P0210,Rabbit,9.486666666666666,8.757220216606498,Skin infection,Physiotherapy,2023-08-08,111.76,2023,8,6-10,False,None,0.0,0.0,111.76
P0211,Bird,3.0,8.757220216606498,Tumor,Check-up,2023-07-07,13.9,2023,7,3-5,False,None,0.0,0.0,13.9
P0212,Cat,6.0,8.757220216606498,Diabetes,Dental cleaning,2023-10-14,306.72508558101174,2023,7,6-10,False,None,0.0,0.0,306.73
P0212,Cat,6.0,8.757220216606498,Diabetes,Dental cleaning,2023-01-01,290.10701088559665,2023,7,6-10,False,None,0.0,0.0,290.11
P0212,Cat,6.0,8.757220216606498,Diabetes,Dental cleaning,2023-06-09,396.8002398264253,2023,7,6-10,False,None,0.0,0.0,396.8
P0212,Cat,6.0,8.757220216606498,Diabetes,Dental cleaning,2023-07-11,338.25,2023,7,6-10,True,Maximum benefit,0.7468366087565133,252.62,85.63
P0212,Cat,6.0,8.757220216606498,Diabetes,Dental cleaning,2023-08-27,402.33366222145054,2023,7,6-10,True,Maximum benefit,0.8284328310128959,333.31,69.02
P0213,Rabbit,1.0,1.1,Arthritis,Dental cleaning,2023-12-10,189.56,2023,12,0-2,False,None,0.0,0.0,189.56
P0214,Bird,17.0,1.7,Dental disease,Physiotherapy,2023-09-16,383.33,2023,9,16-20,False,None,0.0,0.0,383.33
P0215,Rabbit,9.486666666666666,8.757220216606498,Ear infection,Unknown,2023-09-13,214.81,2023,9,6-10,False,None,0.0,0.0,214.81
P0216,Bird,0.0,1.2,Ear infection,Vaccination,2023-12-08,180.45,2023,12,,False,None,0.0,0.0,180.45
P0217,Bird,2.0,0.6,Allergy,Diet consultation,2023-01-11,306.64,2023,1,0-2,False,None,0.0,0.0,306.64
P0218,Bird,3.0,1.9,Unknown,Diet consultation,2023-07-22,266.64,2023,7,3-5,False,None,0.0,0.0,266.64
P0219,Cat,13.0,8.7,Hip dysplasia,Medication,2023-03-17,218.24476550680782,2023,3,11-15,False,None,0.0,0.0,218.24
P0220,Rabbit,6.0,9.5,Diabetes,Physiotherapy,2023-02-17,270.02,2023,2,6-10,False,None,0.0,0.0,270.02
P0221,Bird,18.0,1.2,Arthritis,Check-up,2023-07-28,338.6,2023,7,16-20,False,None,0.0,0.0,338.6
P0222,Cat,19.0,2.5,Diabetes,Physiotherapy,2023-05-11,350.77,2023,5,16-20,False,None,0.0,0.0,350.77
P0223,Bird,9.486666666666666,0.6,Unknown,Surgery,2023-06-28,123.88,2023,6,6-10,False,None,0.0,0.0,123.88
P0224,Bird,5.0,1.6,Ear infection,Physiotherapy,2023-09-02,342.46,2023,9,3-5,False,None,0.0,0.0,342.46
P0225,Dog,9.486666666666666,12.1,Allergy,Dental cleaning,2023-04-24,146.75,2023,4,6-10,True,Time-limited,0.6594020175019979,96.77,49.98
P0226,Dog,13.0,17.1,Skin infection,Surgery,2023-11-23,0.14,2023,11,11-15,False,None,0.0,0.0,0.14
P0227,Dog,16.0,14.0,Hip dysplasia,Check-up,2023-12-10,246.17,2023,12,16-20,True,Accident-only,0.5529743546468079,136.13,110.04
P0228,Dog,6.0,1.3,Arthritis,Therapy,2023-01-10,292.61,2023,1,6-10,True,Time-limited,0.6899737863936232,201.89,90.72
P0229,Rabbit,12.0,8.757220216606498,Ear infection,Diet consultation,2023-03-08,365.45,2023,3,11-15,False,None,0.0,0.0,365.45
P0230,Bird,9.486666666666666,1.6,Gastroenteritis,Check-up,2023-03-06,372.71,2023,3,6-10,True,Time-limited,0.7807170813823818,290.98,81.73
P0231,Dog,1.0,31.0,Gastroenteritis,Diet consultation,2023-10-22,307.64,2023,10,0-2,False,None,0.0,0.0,307.64
P0232,Cat,9.486666666666666,8.757220216606498,Hip dysplasia,Check-up,2023-04-15,63.55,2023,4,6-10,False,None,0.0,0.0,63.55
P0233,Rabbit,1.0,17.3,Hip dysplasia,Dental cleaning,2023-11-01,352.16,2023,11,0-2,False,None,0.0,0.0,352.16
P0234,Bird,12.0,1.7,Obesity,Unknown,2023-03-03,410.58,2023,3,11-15,False,None,0.0,0.0,410.58
P0235,Bird,1.0,8.757220216606498,Ear infection,Dental cleaning,2023-11-14,125.67,2023,11,0-2,True,Maximum benefit,0.8048398763706923,101.14,24.53
P0236,Rabbit,18.0,5.2,Hip dysplasia,Dental cleaning,2023-04-13,166.62,2023,4,16-20,False,None,0.0,0.0,166.62
P0237,Bird,10.0,0.6,Diabetes,Vaccination,2023-07-19,401.2,2023,7,6-10,False,None,0.0,0.0,401.2
P0238,Rabbit,2.0,8.757220216606498,Gastroenteritis,Dental cleaning,2023-12-10,180.85,2023,12,0-2,False,None,0.0,0.0,180.85
P0239,Dog,9.486666666666666,19.4,Unknown,Diet consultation,2023-05-01,218.24476550680782,2023,5,6-10,True,Time-limited,0.7936368259265927,173.21,45.03
P0240,Dog,19.0,20.6,Gastroenteritis,Physiotherapy,2023-10-08,277.23714410878983,2023,5,16-20,False,None,0.0,0.0,277.24
P0240,Dog,19.0,20.6,Gastroenteritis,Physiotherapy,2023-05-31,272.7209467782357,2023,5,16-20,False,None,0.0,0.0,272.72
P0240,Dog,19.0,20.6,Gastroenteritis,Physiotherapy,2023-11-30,208.34480317525944,2023,5,16-20,True,Time-limited,0.766310058297802,159.66,48.68
P0240,Dog,19.0,20.6,Gastroenteritis,Physiotherapy,2023-07-15,201.6778740158006,2023,5,16-20,False,None,0.0,0.0,201.68
P0240,Dog,19.0,20.6,Gastroenteritis,Physiotherapy,2023-04-26,210.99028674704599,2023,5,16-20,True,Accident-only,0.524501599366781,110.66,100.33
P0240,Dog,19.0,20.6,Gastroenteritis,Physiotherapy,2023-08-31,220.153658972783,2023,5,16-20,True,Maximum benefit,0.7007196977349311,154.27,65.88
P0240,Dog,19.0,20.6,Gastroenteritis,Physiotherapy,2023-02-03,232.275678869781,2023,5,16-20,True,Maximum benefit,0.8422271932475026,195.63,36.65
P0240,Dog,19.0,20.6,Gastroenteritis,Physiotherapy,2023-05-25,242.53,2023,5,16-20,True,Maximum benefit,0.8080283697091872,195.97,46.56
P0241,Cat,12.0,1.8,Gastroenteritis,Therapy,2023-04-21,256.19,2023,4,11-15,False,None,0.0,0.0,256.19
P0242,Cat,8.0,8.757220216606498,Gastroenteritis,Dental cleaning,2023-11-25,226.98,2023,11,6-10,False,None,0.0,0.0,226.98
P0243,Cat,10.0,1.3,Unknown,Surgery,2023-11-21,58.3,2023,11,6-10,False,None,0.0,0.0,58.3
P0244,Dog,17.0,33.4,Obesity,Physiotherapy,2023-02-20,304.6149000993684,2023,1,16-20,False,None,0.0,0.0,304.61
P0244,Dog,17.0,33.4,Obesity,Physiotherapy,2023-12-23,332.0081053150472,2023,1,16-20,False,None,0.0,0.0,332.01
P0244,Dog,17.0,33.4,Obesity,Physiotherapy,2023-12-24,317.5202421364928,2023,1,16-20,False,None,0.0,0.0,317.52
P0244,Dog,17.0,33.4,Obesity,Physiotherapy,2023-11-09,330.2937917290375,2023,1,16-20,False,None,0.0,0.0,330.29
P0244,Dog,17.0,33.4,Obesity,Physiotherapy,2023-03-05,309.7353611001971,2023,1,16-20,False,None,0.0,0.0,309.74
P0244,Dog,17.0,33.4,Obesity,Physiotherapy,2023-08-11,240.7110446423901,2023,1,16-20,True,Lifetime,0.8612691475273423,207.32,33.39
P0244,Dog,17.0,33.4,Obesity,Physiotherapy,2023-10-21,317.9169519898889,2023,1,16-20,False,None,0.0,0.0,317.92
P0244,Dog,17.0,33.4,Obesity,Physiotherapy,2023-01-19,294.86,2023,1,16-20,True,Time-limited,0.799202416183275,235.65,59.21
P0245,Rabbit,1.0,11.8,Unknown,Check-up,2023-02-10,153.83,2023,2,0-2,False,None,0.0,0.0,153.83
P0246,Rabbit,16.0,8.757220216606498,Unknown,Diet consultation,2023-03-07,2.1,2023,3,16-20,False,None,0.0,0.0,2.1
P0247,Cat,18.0,2.2,Tumor,Therapy,2023-09-17,322.5,2023,9,16-20,False,None,0.0,0.0,322.5
P0248,Rabbit,9.486666666666666,8.9,Dental disease,Dental cleaning,2023-08-26,205.96,2023,8,6-10,False,None,0.0,0.0,205.96
P0249,Rabbit,11.0,4.1,Unknown,Therapy,2023-02-15,264.44,2023,2,11-15,False,None,0.0,0.0,264.44
P0250,Dog,9.486666666666666,16.7,Dental disease,Vaccination,2023-11-24,92.87,2023,11,6-10,False,None,0.0,0.0,92.87
P0251,Bird,6.0,0.7,Tumor,Therapy,2023-02-26,158.08,2023,2,6-10,False,None,0.0,0.0,158.08
P0252,Bird,17.0,0.9,Arthritis,Dental cleaning,2023-09-04,298.53,2023,9,16-20,False,None,0.0,0.0,298.53
P0253,Bird,2.0,0.7,Ear infection,Dental cleaning,2023-10-13,318.75,2023,10,0-2,False,None,0.0,0.0,318.75
P0254,Rabbit,16.0,8.757220216606498,Diabetes,Vaccination,2023-08-01,412.11,2023,8,16-20,False,None,0.0,0.0,412.11
P0255,Rabbit,12.0,5.8,Gastroenteritis,Vaccination,2023-11-03,128.19,2023,11,11-15,False,None,0.0,0.0,128.19
P0256,Bird,9.486666666666666,0.9,Unknown,Dental cleaning,2023-11-14,400.08,2023,11,6-10,False,None,0.0,0.0,400.08
P0257,Dog,9.486666666666666,17.5,Dental disease,Medication,2023-01-10,354.78,2023,1,6-10,True,Lifetime,0.8250838326066882,292.72,62.06
P0258,Bird,9.0,1.8,Diabetes,Surgery,2023-04-18,22.83,2023,4,6-10,True,Lifetime,0.8901574742690788,20.32,2.51
P0259,Cat,2.0,4.7,Skin infection,Physiotherapy,2023-06-22,359.82,2023,6,0-2,False,None,0.0,0.0,359.82
P0260,Bird,2.0,8.757220216606498,Gastroenteritis,Check-up,2023-07-21,589.66,2023,7,0-2,False,None,0.0,0.0,589.66
P0261,Dog,9.0,9.8,Hip dysplasia,Diet consultation,2023-05-02,160.05,2023,5,6-10,False,None,0.0,0.0,160.05
P0262,Rabbit,0.0,8.757220216606498,Allergy,Physiotherapy,2023-08-08,136.97,2023,8,,False,None,0.0,0.0,136.97
P0263,Rabbit,17.0,1.7,Diabetes,Therapy,2023-09-21,218.24476550680782,2023,9,16-20,False,None,0.0,0.0,218.24
P0264,Rabbit,0.0,8.757220216606498,Arthritis,Diet consultation,2023-05-07,163.24,2023,5,,False,None,0.0,0.0,163.24
P0265,Dog,4.0,7.9,Hip dysplasia,Surgery,2023-11-07,347.65,2023,11,3-5,False,None,0.0,0.0,347.65
P0266,Dog,10.0,13.3,Arthritis,Therapy,2023-04-05,185.44,2023,4,6-10,True,Maximum benefit,0.7630478733627072,141.5,43.94
P0267,Cat,9.486666666666666,4.4,Diabetes,Unknown,2023-04-19,243.38,2023,4,6-10,True,Accident-only,0.6603630120709789,160.72,82.66
P0268,Cat,1.0,23.6,Allergy,Therapy,2023-03-26,137.62,2023,3,0-2,False,None,0.0,0.0,137.62
P0269,Dog,5.0,14.2,Obesity,Check-up,2023-03-18,277.29,2023,3,3-5,False,None,0.0,0.0,277.29
P0270,Rabbit,8.0,13.6,Dental disease,Surgery,2023-11-28,143.99,2023,11,6-10,False,None,0.0,0.0,143.99
P0271,Dog,16.0,5.6,Dental disease,Medication,2023-06-26,251.54,2023,6,16-20,False,None,0.0,0.0,251.54
P0272,Cat,14.0,1.0,Gastroenteritis,Therapy,2023-01-06,180.04,2023,1,11-15,False,None,0.0,0.0,180.04
P0273,Rabbit,8.0,13.0,Arthritis,Check-up,2023-12-14,189.65,2023,12,6-10,False,None,0.0,0.0,189.65
P0274,Dog,10.0,13.5,Unknown,Surgery,2023-08-15,173.46,2023,8,6-10,False,None,0.0,0.0,173.46
